name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms,album_popularity
"Leper Messiah (1985, from James' Riff Tapes II)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,12,0XvRdpDMy757euox4K6lPj,spotify:track:0XvRdpDMy757euox4K6lPj,0.346,0.239,0.304,0.767,0.382,-13.683,0.0388,141.997,0.924,13,54085,68
"Orion (1985, from James' Riff Tapes)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,13,5Pz0SnAdVAUUDUUD3YorRC,spotify:track:5Pz0SnAdVAUUDUUD3YorRC,0.985,0.386,0.277,0.955,0.119,-13.327,0.0288,76.974,0.534,17,75375,68
"Damage, Inc. (1985, from James' Riff Tapes)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,14,6jTxt7Na76ARUB1jSK196p,spotify:track:6jTxt7Na76ARUB1jSK196p,0.122,0.373,0.383,0.728,0.0636,-13.212,0.0827,97.138,0.624,14,113859,68
"Disposable Heroes (May 1985, Writing in Progress)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,15,4oVFVeIxq25CEf6XSTSrAh,spotify:track:4oVFVeIxq25CEf6XSTSrAh,0.00462,0.413,0.842,0.685,0.0874,-8.314,0.0406,89.591,0.54,13,251418,68
"Battery (May 1985, Writing in Progress)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,16,4cXCojjUgeWMm9lFeLzlcR,spotify:track:4cXCojjUgeWMm9lFeLzlcR,0.056,0.395,0.971,0.716,0.104,-7.547,0.165,92.062,0.32,14,385804,68
"Welcome Home (Sanitarium) (May 1985, Writing in Progress)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,17,4YOFgiAHax70GvVsIGfcsn,spotify:track:4YOFgiAHax70GvVsIGfcsn,0.379,0.361,0.635,0.446,0.222,-10.067,0.0608,104.192,0.162,13,376060,68
"Disposable Heroes (May 1985, Writing in Progress II)",Master of Puppets (Remastered Deluxe Box Set),1986-03-03,18,0h3piaHcVNXVhLwCfqpSKj,spotify:track:0h3piaHcVNXVhLwCfqpSKj,0.0296,0.244,0.96,0.755,0.716,-6.94,0.135,176.982,0.378,12,340128,68
Fight Fire With Fire (Remastered),Ride The Lightning (Remastered),1984-07-27,1,3eaOnliKh0QdjuDbPAwCLx,spotify:track:3eaOnliKh0QdjuDbPAwCLx,3.73e-05,0.28,0.986,0.688,0.071,-7.012,0.115,91.025,0.16,46,284506,56
Ride The Lightning (Remastered),Ride The Lightning (Remastered),1984-07-27,2,6yUCeySJMRaSAEsnfqDeZK,spotify:track:6yUCeySJMRaSAEsnfqDeZK,5.15e-05,0.265,0.973,0.0942,0.205,-6.129,0.173,148.506,0.27,51,396986,56
For Whom The Bell Tolls (Remastered),Ride The Lightning (Remastered),1984-07-27,3,17rf2oZYDVymJeYI9ftDXc,spotify:track:17rf2oZYDVymJeYI9ftDXc,0.00631,0.512,0.86,0.00528,0.0652,-6.145,0.0703,117.909,0.258,51,309973,56
Fade To Black (Remastered),Ride The Lightning (Remastered),1984-07-27,4,4kBsYpQBUbSIQNLTDF7es2,spotify:track:4kBsYpQBUbSIQNLTDF7es2,0.00311,0.256,0.929,0.201,0.11,-6.667,0.113,113.47,0.278,50,417226,56
Trapped Under Ice (Remastered),Ride The Lightning (Remastered),1984-07-27,5,48BSp63VnT4GwK8BxiwdTD,spotify:track:48BSp63VnT4GwK8BxiwdTD,8.16e-05,0.242,0.989,0.0531,0.0528,-5.298,0.204,162.98,0.054,44,244066,56
Escape (Remastered),Ride The Lightning (Remastered),1984-07-27,6,0ybLEwE6TxjCePcIwwZeyJ,spotify:track:0ybLEwE6TxjCePcIwwZeyJ,0.00134,0.267,0.937,0.471,0.175,-5.841,0.101,144.126,0.526,43,263866,56
Creeping Death (Remastered),Ride The Lightning (Remastered),1984-07-27,7,3qXEqKdzI3MSGB1FlGMBz5,spotify:track:3qXEqKdzI3MSGB1FlGMBz5,0.000219,0.31,0.977,0.273,0.0785,-5.478,0.164,100.626,0.179,48,395706,56
The Call Of Ktulu (Remastered),Ride The Lightning (Remastered),1984-07-27,8,5zZ74lczJgFtVCeaS11Fo1,spotify:track:5zZ74lczJgFtVCeaS11Fo1,0.0221,0.301,0.935,0.854,0.215,-7.584,0.1,139.239,0.145,44,533493,56
Fight Fire With Fire (Remastered),Ride The Lightning (Deluxe Remaster),1984-07-27,1,0WSRrGVg1gO33MKIBPgBV2,spotify:track:0WSRrGVg1gO33MKIBPgBV2,3.73e-05,0.28,0.986,0.688,0.071,-7.012,0.115,91.025,0.16,52,284506,69
Ride The Lightning (Remastered),Ride The Lightning (Deluxe Remaster),1984-07-27,2,36DLF96pjKydN0MZtsahQz,spotify:track:36DLF96pjKydN0MZtsahQz,5.15e-05,0.265,0.973,0.0942,0.205,-6.129,0.173,148.506,0.27,62,396986,69
For Whom The Bell Tolls (Remastered),Ride The Lightning (Deluxe Remaster),1984-07-27,3,51YZAJhOwIC5Gg3jMbAmhZ,spotify:track:51YZAJhOwIC5Gg3jMbAmhZ,0.00631,0.512,0.86,0.00528,0.0652,-6.145,0.0703,117.909,0.258,71,309973,69
Fade To Black (Remastered),Ride The Lightning (Deluxe Remaster),1984-07-27,4,0dqGfCMAGyDgpUAgLNOjWd,spotify:track:0dqGfCMAGyDgpUAgLNOjWd,0.00311,0.256,0.929,0.201,0.11,-6.667,0.113,113.47,0.278,63,417226,69
Trapped Under Ice (Remastered),Ride The Lightning (Deluxe Remaster),1984-07-27,5,3lVAAVOkfNyCii1aLgH3JX,spotify:track:3lVAAVOkfNyCii1aLgH3JX,8.16e-05,0.242,0.989,0.0531,0.0528,-5.298,0.204,162.98,0.054,47,244066,69
Escape (Remastered),Ride The Lightning (Deluxe Remaster),1984-07-27,6,4SlFMlB9eD0Y48RXVp1ixR,spotify:track:4SlFMlB9eD0Y48RXVp1ixR,0.00134,0.267,0.937,0.471,0.175,-5.841,0.101,144.126,0.526,45,263866,69
Creeping Death (Remastered),Ride The Lightning (Deluxe Remaster),1984-07-27,7,4q9QVIaLqjbcoqeCfM2zan,spotify:track:4q9QVIaLqjbcoqeCfM2zan,0.000219,0.31,0.977,0.273,0.0785,-5.478,0.164,100.626,0.179,58,395706,69
The Call Of Ktulu (Remastered),Ride The Lightning (Deluxe Remaster),1984-07-27,8,1E2AfYuobMm18cKEoQaRob,spotify:track:1E2AfYuobMm18cKEoQaRob,0.0221,0.301,0.935,0.854,0.215,-7.584,0.1,139.239,0.145,48,533493,69
The Ecstasy of Gold,Ride The Lightning (Deluxe Remaster),1984-07-27,1,1SiymS1RQEebzDOkad94Gi,spotify:track:1SiymS1RQEebzDOkad94Gi,0.608,0.112,0.4,0.492,0.53,-8.779,0.0339,89.823,0.124,0,95925,69
"Fight Fire With Fire (Live at The Hollywood Palladium, Los Angeles, CA – March 10th, 1985)",Ride The Lightning (Deluxe Remaster),1984-07-27,2,15c7cEnSAzYop0bzGWQHrE,spotify:track:15c7cEnSAzYop0bzGWQHrE,4.97e-05,0.214,0.951,0.103,0.461,-7.314,0.0997,177.573,0.174,32,278782,69
"Ride The Lightning (Live at The Hollywood Palladium, Los Angeles, CA – March 10th, 1985)",Ride The Lightning (Deluxe Remaster),1984-07-27,3,0qHUaOpK1inBEweEXTvXrz,spotify:track:0qHUaOpK1inBEweEXTvXrz,8.14e-05,0.199,0.981,0.0147,0.813,-6.434,0.298,158.442,0.0918,32,428452,69
"Phantom Lord (Live at The Hollywood Palladium, Los Angeles, CA – March 10th, 1985)",Ride The Lightning (Deluxe Remaster),1984-07-27,4,7MSH7xXhYzzy9cC3Exu2p2,spotify:track:7MSH7xXhYzzy9cC3Exu2p2,0.000267,0.143,0.972,0.693,0.702,-7.4,0.207,161.721,0.062,27,304818,69
"(Anesthesia) – Pulling Teeth (Live at The Hollywood Palladium, Los Angeles, CA – March 10th, 1985)",Ride The Lightning (Deluxe Remaster),1984-07-27,5,5fUte1F0T2wfrKnvu13oR9,spotify:track:5fUte1F0T2wfrKnvu13oR9,0.896,0.283,0.779,0.696,0.189,-9.725,0.116,117.129,0.157,28,214720,69
"For Whom The Bell Tolls (Live at The Hollywood Palladium, Los Angeles, CA – March 10th, 1985)",Ride The Lightning (Deluxe Remaster),1984-07-27,6,3rWKqqHyRFAQjCBn3mPLRx,spotify:track:3rWKqqHyRFAQjCBn3mPLRx,0.0232,0.263,0.959,0.483,0.749,-6.982,0.109,131.111,0.166,31,269149,69
"No Remorse (Live at The Hollywood Palladium, Los Angeles, CA – March 10th, 1985)",Ride The Lightning (Deluxe Remaster),1984-07-27,7,1QeOzKtXyIcaQqLM5pKJ8i,spotify:track:1QeOzKtXyIcaQqLM5pKJ8i,0.000479,0.222,0.985,0.859,0.726,-6.874,0.157,114.615,0.0399,25,383559,69
"Fade To Black (Live at The Hollywood Palladium, Los Angeles, CA – March 10th, 1985)",Ride The Lightning (Deluxe Remaster),1984-07-27,8,112BHi4azb9RZXbiWdkkDt,spotify:track:112BHi4azb9RZXbiWdkkDt,0.0175,0.252,0.811,0.246,0.953,-7.812,0.13,124.355,0.244,26,434874,69
"Seek & Destroy (Live at The Hollywood Palladium, Los Angeles, CA – March 10th, 1985)",Ride The Lightning (Deluxe Remaster),1984-07-27,9,33bvscbyF6Rrt4s8LGFDuL,spotify:track:33bvscbyF6Rrt4s8LGFDuL,0.000858,0.216,0.953,0.457,0.442,-7.691,0.2,152.913,0.255,28,425622,69
"Creeping Death (Live at The Hollywood Palladium, Los Angeles, CA – March 10th, 1985)",Ride The Lightning (Deluxe Remaster),1984-07-27,10,5pjdpUlXgriE9DPru2eas6,spotify:track:5pjdpUlXgriE9DPru2eas6,0.000109,0.198,0.967,0.446,0.451,-7.397,0.135,121.446,0.207,24,354715,69
"Am I Evil? (Live at The Hollywood Palladium, Los Angeles, CA – March 10th, 1985)",Ride The Lightning (Deluxe Remaster),1984-07-27,11,2J12YWxFLO2Qx8PcLMAiN0,spotify:track:2J12YWxFLO2Qx8PcLMAiN0,0.023,0.223,0.926,0.599,0.653,-8.479,0.118,88.711,0.397,23,219401,69
"Motorbreath (Live at The Hollywood Palladium, Los Angeles, CA – March 10th, 1985)",Ride The Lightning (Deluxe Remaster),1984-07-27,12,1IOWeuwQVmGwMtmHA2Qq9u,spotify:track:1IOWeuwQVmGwMtmHA2Qq9u,0.00393,0.243,0.936,0.705,0.689,-8.792,0.069,95.004,0.155,21,198589,69
Am I Evil? (Remastered),Ride The Lightning (Deluxe Remaster),1984-07-27,1,4PVipA5hOmX3Su0pQJNt7Y,spotify:track:4PVipA5hOmX3Su0pQJNt7Y,0.000301,0.295,0.926,0.375,0.0522,-5.703,0.0851,78.711,0.52,46,470133,69
Blitzkrieg (Remastered),Ride The Lightning (Deluxe Remaster),1984-07-27,2,3EcGFrVhz4gco6laJDZ7WU,spotify:track:3EcGFrVhz4gco6laJDZ7WU,0.000154,0.485,0.972,0.443,0.0899,-6.047,0.0591,98.983,0.606,42,216800,69
Ride The Lightning (Studio Demo),Ride The Lightning (Deluxe Remaster),1984-07-27,1,05XKi1xQgUlrCPYgA9TbpP,spotify:track:05XKi1xQgUlrCPYgA9TbpP,0.00116,0.272,0.968,0.492,0.288,-5.69,0.0849,139.171,0.27,25,407621,69
When Hell Freezes Over (The Call of Ktulu) (Studio Demo),Ride The Lightning (Deluxe Remaster),1984-07-27,2,3bZ9ffO4XXpRQmKmopThXi,spotify:track:3bZ9ffO4XXpRQmKmopThXi,0.00664,0.326,0.934,0.701,0.0749,-8.263,0.0704,143.457,0.133,23,521786,69
Creeping Death (Studio Demo),Ride The Lightning (Deluxe Remaster),1984-07-27,3,0cDCC1lKN5soSyPrhaz9zb,spotify:track:0cDCC1lKN5soSyPrhaz9zb,0.00133,0.349,0.986,0.597,0.0493,-5.177,0.0858,105.969,0.142,22,430720,69
Fight Fire With Fire (Studio Demo),Ride The Lightning (Deluxe Remaster),1984-07-27,4,4ey6SkYPpN85wnWQZFCbZk,spotify:track:4ey6SkYPpN85wnWQZFCbZk,0.000587,0.202,0.981,0.698,0.0418,-6.315,0.1,166.45,0.0531,20,301276,69
Ride The Lightning (Garage Demo),Ride The Lightning (Deluxe Remaster),1984-07-27,5,7n7uZgup0xWGL5NJTkdVZs,spotify:track:7n7uZgup0xWGL5NJTkdVZs,0.0873,0.296,0.919,0.801,0.109,-8.375,0.309,136.775,0.168,22,453595,69
When Hell Freezes Over (The Call of Ktulu) (Garage Demo),Ride The Lightning (Deluxe Remaster),1984-07-27,6,6ZodGZwQg4FQ7TjhlVkzOH,spotify:track:6ZodGZwQg4FQ7TjhlVkzOH,0.351,0.272,0.872,0.769,0.413,-8.626,0.111,136.927,0.166,19,561728,69
Fight Fire With Fire (Garage Demo),Ride The Lightning (Deluxe Remaster),1984-07-27,7,0rEiQOrsb8QBhntywL6T2R,spotify:track:0rEiQOrsb8QBhntywL6T2R,0.0107,0.19,0.94,0.444,0.0748,-8.96,0.178,157.661,0.134,19,327672,69
Ride The Lightning (Boom Box Demo),Ride The Lightning (Deluxe Remaster),1984-07-27,8,1XtHwxJ5DmcayFekKPa392,spotify:track:1XtHwxJ5DmcayFekKPa392,0.0517,0.32,0.959,0.916,0.148,-6.891,0.143,133.167,0.313,19,463918,69
Blitzkrieg (Rhythm Track Rough Mix),Ride The Lightning (Deluxe Remaster),1984-07-27,9,3W2fCBJ8IZCcHqibtcCsIt,spotify:track:3W2fCBJ8IZCcHqibtcCsIt,0.00144,0.522,0.965,0.84,0.0989,-8.07,0.0387,99.373,0.544,20,218176,69
Am I Evil? (Rhythm Track Rough Mix),Ride The Lightning (Deluxe Remaster),1984-07-27,10,2N00R4h6q4xOjNfPPIT4eL,spotify:track:2N00R4h6q4xOjNfPPIT4eL,0.00121,0.366,0.925,0.756,0.0518,-7.25,0.0485,96.902,0.53,21,486099,69
"Fight Fire With Fire (Live at Kabuki Theatre, San Francisco, CA – March 15th, 1985)",Ride The Lightning (Deluxe Remaster),1984-07-27,1,4fHW0L8ZmJYJ15YIlbsPQc,spotify:track:4fHW0L8ZmJYJ15YIlbsPQc,0.00491,0.173,0.985,0.739,0.689,-7.88,0.12,178.555,0.243,17,224846,69
"Ride The Lightning (Live at Kabuki Theatre, San Francisco, CA – March 15th, 1985)",Ride The Lightning (Deluxe Remaster),1984-07-27,2,2IouwpNCHVMZKFeR5y2cNQ,spotify:track:2IouwpNCHVMZKFeR5y2cNQ,0.0253,0.222,0.948,0.108,0.961,-5.785,0.121,159.158,0.358,18,408046,69
"Phantom Lord (Live at Kabuki Theatre, San Francisco, CA – March 15th, 1985)",Ride The Lightning (Deluxe Remaster),1984-07-27,3,4CCTD7TmAZuYkDl39uT7MK,spotify:track:4CCTD7TmAZuYkDl39uT7MK,0.124,0.152,0.976,0.654,0.42,-7.043,0.184,81.35,0.206,16,285402,69
"The Four Horsemen (Live at Kabuki Theatre, San Francisco, CA – March 15th, 1985)",Ride The Lightning (Deluxe Remaster),1984-07-27,4,3boapsiwcyA7roj9a8odpg,spotify:track:3boapsiwcyA7roj9a8odpg,0.0463,0.229,0.926,0.602,0.751,-6.179,0.0728,122.422,0.369,17,361137,69
"(Anesthesia) – Pulling Teeth (Live at Kabuki Theatre, San Francisco, CA – March 15th, 1985)",Ride The Lightning (Deluxe Remaster),1984-07-27,5,3RpwP5iPWYfnAjAAlO34oc,spotify:track:3RpwP5iPWYfnAjAAlO34oc,0.811,0.299,0.978,0.949,0.367,-6.852,0.208,123.831,0.0823,17,99976,69
"For Whom The Bell Tolls (Live at Kabuki Theatre, San Francisco, CA – March 15th, 1985)",Ride The Lightning (Deluxe Remaster),1984-07-27,6,4FP705NQ0th3Bax40w4WSP,spotify:track:4FP705NQ0th3Bax40w4WSP,0.402,0.277,0.91,0.53,0.855,-6.425,0.0669,135.2,0.365,20,255774,69
"No Remorse (Live at Kabuki Theatre, San Francisco, CA – March 15th, 1985)",Ride The Lightning (Deluxe Remaster),1984-07-27,7,52n3nUy0iYHYrbXMyquEAU,spotify:track:52n3nUy0iYHYrbXMyquEAU,0.078,0.274,0.94,0.692,0.734,-7.379,0.139,118.255,0.283,16,374815,69
"Fade To Black (Live at Kabuki Theatre, San Francisco, CA – March 15th, 1985)",Ride The Lightning (Deluxe Remaster),1984-07-27,8,2jAx2s2sDOltJ09LMtQHgb,spotify:track:2jAx2s2sDOltJ09LMtQHgb,0.0804,0.257,0.836,0.342,0.838,-7.791,0.0953,125.757,0.393,17,402974,69
"Creeping Death (Live at Kabuki Theatre, San Francisco, CA – March 15th, 1985)",Ride The Lightning (Deluxe Remaster),1984-07-27,9,3qBQcEGI60pJVMoGEuZdaz,spotify:track:3qBQcEGI60pJVMoGEuZdaz,0.114,0.225,0.938,0.708,0.377,-7.332,0.13,128.11,0.271,16,333054,69
"Guitar Solo (Live at Kabuki Theatre, San Francisco, CA – March 15th, 1985)",Ride The Lightning (Deluxe Remaster),1984-07-27,10,2PEr2YHP8MO6et55iei3jp,spotify:track:2PEr2YHP8MO6et55iei3jp,0.562,0.216,0.911,0.973,0.281,-10.092,0.139,116.917,0.106,16,167890,69
"Am I Evil? (Live at Kabuki Theatre, San Francisco, CA – March 15th, 1985)",Ride The Lightning (Deluxe Remaster),1984-07-27,11,0QuykGKysfXkvqmbJLNCTm,spotify:track:0QuykGKysfXkvqmbJLNCTm,0.18,0.269,0.881,0.692,0.476,-7.702,0.101,91.263,0.277,16,214027,69
"Motorbreath (Live at Kabuki Theatre, San Francisco, CA – March 15th, 1985)",Ride The Lightning (Deluxe Remaster),1984-07-27,12,4kz3PWGVa1F5jz0eMGJdjY,spotify:track:4kz3PWGVa1F5jz0eMGJdjY,0.00399,0.235,0.976,0.563,0.925,-7.038,0.0986,99.865,0.141,15,182511,69
"Phantom Lord (Live at The Lyceum Theatre, London, UK – December 20th, 1984)",Ride The Lightning (Deluxe Remaster),1984-07-27,1,5Oz2uy9PfQpJuoBfhS5d7O,spotify:track:5Oz2uy9PfQpJuoBfhS5d7O,3.27e-05,0.159,0.964,0.0872,0.297,-9.236,0.147,76.723,0.262,15,252805,69
"The Four Horsemen (Live at The Lyceum Theatre, London, UK – December 20th, 1984)",Ride The Lightning (Deluxe Remaster),1984-07-27,2,59QbyIPVXQd8ZGs0DOsQea,spotify:track:59QbyIPVXQd8ZGs0DOsQea,5.11e-05,0.275,0.954,0.258,0.283,-8.324,0.129,113.672,0.377,16,388841,69
"(Anesthesia) – Pulling Teeth (Live at The Lyceum Theatre, London, UK – December 20th, 1984)",Ride The Lightning (Deluxe Remaster),1984-07-27,3,6npYN2e1NNMcHGeU6xIEsg,spotify:track:6npYN2e1NNMcHGeU6xIEsg,0.866,0.273,0.692,0.748,0.205,-11.076,0.0784,114.084,0.488,18,255502,69
"For Whom The Bell Tolls (Live at The Lyceum Theatre, London, UK – December 20th, 1984)",Ride The Lightning (Deluxe Remaster),1984-07-27,4,5yTXuCLSZQreoXptQIvHHX,spotify:track:5yTXuCLSZQreoXptQIvHHX,0.0153,0.408,0.905,0.399,0.626,-8.435,0.0589,129.501,0.48,19,272030,69
"No Remorse (Live at The Lyceum Theatre, London, UK – December 20th, 1984)",Ride The Lightning (Deluxe Remaster),1984-07-27,5,70PSj2QMXBPcZP26puskA2,spotify:track:70PSj2QMXBPcZP26puskA2,0.000574,0.303,0.974,0.37,0.655,-8.646,0.173,111.715,0.119,16,367072,69
"The Call of Ktulu (Live at The Lyceum Theatre, London, UK – December 20th, 1984)",Ride The Lightning (Deluxe Remaster),1984-07-27,6,44mmIswM7JH8EXic5EP9ne,spotify:track:44mmIswM7JH8EXic5EP9ne,0.0559,0.24,0.901,0.616,0.83,-9.658,0.108,154.973,0.236,18,467329,69
Hit The Lights (Remastered),Kill 'Em All (Remastered),1983-07-25,1,4OH1lqC4mx1ja8RkXMOmRp,spotify:track:4OH1lqC4mx1ja8RkXMOmRp,4.3e-05,0.249,0.97,0.224,0.138,-5.535,0.21,160.687,0.287,50,255866,63
The Four Horsemen (Remastered),Kill 'Em All (Remastered),1983-07-25,2,4YPgTCGJWAlHQ5g6eWoM8r,spotify:track:4YPgTCGJWAlHQ5g6eWoM8r,0.00171,0.222,0.938,0.0845,0.108,-6.91,0.375,203.098,0.329,57,432546,63
Motorbreath (Remastered),Kill 'Em All (Remastered),1983-07-25,3,1QQgmN383kUqjioRoTSfF3,spotify:track:1QQgmN383kUqjioRoTSfF3,0.000116,0.289,0.938,0.0615,0.106,-6.083,0.163,173.882,0.349,51,187840,63
Jump In The Fire (Remastered),Kill 'Em All (Remastered),1983-07-25,4,1gXXgZzrqexEhWa5Fg7VoA,spotify:track:1gXXgZzrqexEhWa5Fg7VoA,0.00617,0.29,0.911,0.0108,0.331,-5.667,0.0975,178.636,0.658,48,281293,63
(Anesthesia)--Pulling Teeth (Remastered),Kill 'Em All (Remastered),1983-07-25,5,543qcqtmy9eCke65RWRVaQ,spotify:track:543qcqtmy9eCke65RWRVaQ,0.000626,0.224,0.886,0.834,0.63,-7.619,0.0772,99.286,0.132,45,254560,63
Whiplash (Remastered),Kill 'Em All (Remastered),1983-07-25,6,4k1IS2uF2dGcU3GzOOZqqb,spotify:track:4k1IS2uF2dGcU3GzOOZqqb,0.000608,0.386,0.911,0.443,0.135,-6.474,0.0956,158.045,0.188,55,248546,63
Phantom Lord (Remastered),Kill 'Em All (Remastered),1983-07-25,7,5piPHieFIgwZjWGwLtIax0,spotify:track:5piPHieFIgwZjWGwLtIax0,0.000842,0.212,0.973,0.0213,0.0921,-5.307,0.322,159.381,0.112,44,301293,63
No Remorse (Remastered),Kill 'Em All (Remastered),1983-07-25,8,7klyZXrpJD8GqVE9QYYy4A,spotify:track:7klyZXrpJD8GqVE9QYYy4A,0.000297,0.296,0.915,0.346,0.362,-5.979,0.163,96.715,0.245,45,386560,63
Seek & Destroy (Remastered),Kill 'Em All (Remastered),1983-07-25,9,5DrNFzZZZVfXaEZCaceKnp,spotify:track:5DrNFzZZZVfXaEZCaceKnp,0.0364,0.439,0.963,0.00896,0.0784,-5.508,0.277,140.805,0.435,64,414720,63
Metal Militia (Remastered),Kill 'Em All (Remastered),1983-07-25,10,5gQ0LTbcX7gpQDg39gNLH8,spotify:track:5gQ0LTbcX7gpQDg39gNLH8,8.08e-05,0.166,0.956,0.00515,0.118,-5.307,0.145,176.217,0.238,45,311466,63
Hit The Lights (Remastered),Kill 'Em All (Deluxe Remaster),1983-07-25,1,52m8IrzripYje6bVxUILQU,spotify:track:52m8IrzripYje6bVxUILQU,4.3e-05,0.249,0.97,0.224,0.138,-5.535,0.21,160.687,0.287,36,255866,47
The Four Horsemen (Remastered),Kill 'Em All (Deluxe Remaster),1983-07-25,2,0adbIekxPM5cWQ1cwLwAEF,spotify:track:0adbIekxPM5cWQ1cwLwAEF,0.00171,0.222,0.938,0.0845,0.108,-6.91,0.375,203.098,0.329,41,432546,47
Motorbreath (Remastered),Kill 'Em All (Deluxe Remaster),1983-07-25,3,5iLhIpIgGZxI7kjgj9807I,spotify:track:5iLhIpIgGZxI7kjgj9807I,0.000116,0.289,0.938,0.0615,0.106,-6.083,0.163,173.882,0.349,34,187840,47
Jump In The Fire (Remastered),Kill 'Em All (Deluxe Remaster),1983-07-25,4,5Kb48LGt4hW7bbpRWmYmUI,spotify:track:5Kb48LGt4hW7bbpRWmYmUI,0.00617,0.29,0.911,0.0108,0.331,-5.667,0.0975,178.636,0.658,35,281293,47
(Anesthesia)--Pulling Teeth (Remastered),Kill 'Em All (Deluxe Remaster),1983-07-25,5,1kjegEojOb6ciCGuj0tcLW,spotify:track:1kjegEojOb6ciCGuj0tcLW,0.000626,0.224,0.886,0.834,0.63,-7.619,0.0772,99.286,0.132,31,254560,47
Whiplash (Remastered),Kill 'Em All (Deluxe Remaster),1983-07-25,6,0c7TUi67lKsso6WAKpOVzu,spotify:track:0c7TUi67lKsso6WAKpOVzu,0.000608,0.386,0.911,0.443,0.135,-6.474,0.0956,158.045,0.188,37,248546,47
Phantom Lord (Remastered),Kill 'Em All (Deluxe Remaster),1983-07-25,7,4VQudlmWuKvvo1vj2vDUHW,spotify:track:4VQudlmWuKvvo1vj2vDUHW,0.000842,0.212,0.973,0.0213,0.0921,-5.307,0.322,159.381,0.112,31,301293,47
No Remorse (Remastered),Kill 'Em All (Deluxe Remaster),1983-07-25,8,1j90Mz6iIuuK4uiqXYVcQf,spotify:track:1j90Mz6iIuuK4uiqXYVcQf,0.000297,0.296,0.915,0.346,0.362,-5.979,0.163,96.715,0.245,33,386560,47
Seek & Destroy (Remastered),Kill 'Em All (Deluxe Remaster),1983-07-25,9,6vVRtEW5T51Zd8qnyrshR1,spotify:track:6vVRtEW5T51Zd8qnyrshR1,0.0364,0.439,0.963,0.00896,0.0784,-5.508,0.277,140.805,0.435,46,414720,47
Metal Militia (Remastered),Kill 'Em All (Deluxe Remaster),1983-07-25,10,6yPJaDkXDkFU9YSzWl8wuD,spotify:track:6yPJaDkXDkFU9YSzWl8wuD,8.08e-05,0.166,0.956,0.00515,0.118,-5.307,0.145,176.217,0.238,31,311466,47
The Ecstacy of Gold,Kill 'Em All (Deluxe Remaster),1983-07-25,1,4LILojAFogT8rcg8cTeaT2,spotify:track:4LILojAFogT8rcg8cTeaT2,0.688,0.265,0.75,0.019,0.605,-8.371,0.124,116.48,0.146,0,226280,47
"Hit The Lights (Live at Espace Balard, Paris, France – February 9th, 1984)",Kill 'Em All (Deluxe Remaster),1983-07-25,2,77aAF7Pafxq6T5Fa7JBbzf,spotify:track:77aAF7Pafxq6T5Fa7JBbzf,0.00248,0.196,0.998,0.243,0.306,-3.41,0.257,167.117,0.0375,20,257211,47
"The Four Horsemen (Live at Espace Balard, Paris, France – February 9th, 1984)",Kill 'Em All (Deluxe Remaster),1983-07-25,3,0bNvmodQAYaqkfnz0LEert,spotify:track:0bNvmodQAYaqkfnz0LEert,0.0187,0.247,0.995,0.033,0.89,-4.519,0.277,109.806,0.0616,18,446616,47
"Jump In The Fire (Live at Espace Balard, Paris, France – February 9th, 1984)",Kill 'Em All (Deluxe Remaster),1983-07-25,4,0NkcOKOzPa50IBMNTEKFXO,spotify:track:0NkcOKOzPa50IBMNTEKFXO,0.00482,0.182,0.987,0.027,0.892,-5.342,0.474,193.111,0.152,16,282499,47
"Phantom Lord (Live at Espace Balard, Paris, France – February 9th, 1984)",Kill 'Em All (Deluxe Remaster),1983-07-25,5,44mQi9gPlVxWiKNYs7QFFT,spotify:track:44mQi9gPlVxWiKNYs7QFFT,0.0023,0.192,0.993,0.0645,0.877,-5.69,0.238,168.329,0.125,15,288331,47
"No Remorse (Live at Espace Balard, Paris, France – February 9th, 1984)",Kill 'Em All (Deluxe Remaster),1983-07-25,6,1smiGnyh4UQf085aySj6KX,spotify:track:1smiGnyh4UQf085aySj6KX,0.00899,0.261,0.996,0.467,0.729,-5.031,0.294,107.79,0.0406,14,384616,47
"Ride The Lightning (Live at Espace Balard, Paris, France – February 9th, 1984)",Kill 'Em All (Deluxe Remaster),1983-07-25,7,5MJiW2hgxnPYq75vDOhtH3,spotify:track:5MJiW2hgxnPYq75vDOhtH3,0.0125,0.198,0.993,0.178,0.582,-5.348,0.245,153.698,0.101,15,386242,47
"Motorbreath (Live at Espace Balard, Paris, France – February 9th, 1984)",Kill 'Em All (Deluxe Remaster),1983-07-25,8,5dhHlOADIEWAhzo6q7nN4I,spotify:track:5dhHlOADIEWAhzo6q7nN4I,0.00184,0.159,0.994,0.44,0.892,-4.952,0.138,181.98,0.0995,13,185841,47
